scientificname;longitude;latitude
Zephyranthes paranaensis;-52.010278;-25.430278
Dicksonia sellowiana;-51;-24
Cinnamodendron axillare;-51;-24
Stevia leptophylla;-49.700444;-25.775
Tillandsia crocata;-50.029444;-24.460278
Danthonia cirrata;-48.956667;-25.888333
Eryngium corallinum;-51.803222;-25.423556
Barbacenia paranaensis;-49.623889;-24.121389
Byrsonima brachybotrya;-50.019444;-24.465833
Castela tweedii;-52.02;-24.48
Castela tweedii;-51.84;-24.48
Oxalis hyalotricha;-54.183333;-24.066667
Xyris lucida;-49;-25.883333
Astraea cincta;-52.357687;-24.008878
Astraea cincta;-52.35797;-24.00855
Astraea cincta;-52.35789;-24.006028
Utricularia tridentata;-49.44344;-25.26307
Nectandra paranaensis;-48.4143;-24.511
Nectandra paranaensis;-48.4754;-25.0409
Ocotea marumbiensis;-49.0116;-25.265
Ocotea odorifera;-48.82275;-25.089389
Ocotea paranaensis;-48.4242;-24.5115
Lupinus gibertianus;-49.581004;-25.103504
Lafoensia nummularifolia;-49.3955;-24.1405
Plinia hatschbachii;-48.4301;-24.5137
Zygostigma australe;-49.980222;-25.434972
Xyris lucida;-49;-25.8833333
Chromolaena rhinanthacea;-49.3269445;-25.5533333
Utricularia tridentata;-49.425553;-25.32223
Castela tweedii;-51.902778;-24.365417
Cedrela fissilis;-51.233333;-23.383333
Aldama paranensis;-49.9925;-25.246667
Castela tweedii;-50.975556;-23.540833
Chrysolaena nicolackii;-50.258889;-24.562222
Lessingianthus asteriflorus;-50.044722;-25.222778
Lessingianthus exiguus;-50.258611;-24.565833
Lessingianthus westermanii;-49.988889;-25.239444
Moquiniastrum argyreum;-50.015;-25.245
Moquiniastrum sordidum;-49.992222;-25.247222
Moquiniastrum sordidum;-50.255833;-24.563889
Moquiniastrum sordidum;-50.2575;-24.565556
Moquiniastrum sordidum;-50.258333;-24.561944
Ocotea catharinensis;-48.741111;-24.866944
Ocotea catharinensis;-48.701944;-24.859167
Araucaria angustifolia;-49.118056;-27.006944
Ocotea porosa;-48.966667;-25.4
Aloysia hatschbachii;-49.416667;-26.083333
Araucaria angustifolia;-51.858611;-25.920556
Araucaria angustifolia;-49.266667;-25.416667
Baccharis aracatubensis;-48.566667;-25.866667
Eryngium koehneanum;-49;-25.3
Cyanocephalus apertiflorus;-50.15;-25.083333
Lafoensia nummularifolia;-49.7;-24.25
Lessingianthus asteriflorus;-50;-25.416667
Matayba cristae;-48.5;-25.516667
Byrsonima brachybotrya;-50;-25.416667
Byrsonima brachybotrya;-49.45;-25.366667
Castela tweedii;-52.116667;-25.366667
Castela tweedii;-51.8425;-24.4425
Castela tweedii;-52.044167;-24.406667
Butia eriospatha;-50.133056;-25.053556
Gleditsia amorphoides;-51.902639;-24.365472
Ocotea odorifera;;-25.147278
Ocotea porosa;;-25.201611
Spigelia vestita;-49.416667;-26.083333
Stevia leptophylla;-49.7;-25.766667
Symplocos kleinii;-49.066667;-25.35
Ocotea porosa;-49.158611;-25.315833
Neocabreria malachophylla;-52.238611;-24.748611
Ocotea porosa;-51.85;-25.921944
Symplocos incrassata;-48;-25
Symplocos incrassata;-48;-25
Apuleia leiocarpa;-53.45324;-23.20347
Butia eriospatha;-49.833333;-24.75
Chrysolaena nicolackii;-49.461;-25.2802
Castela tweedii;-52.1952;-24.06133
Castela tweedii;-50.5832;-23.3227
Cedrela fissilis;-50.797389;-26.099583
Ocotea catharinensis;-48.7411111;-24.8669445
Ocotea mosenii;-48.5530556;-25.5894444
Ocotea porosa;-48.7147222;-24.8638889
Pouteria bullata;-48.6922222;-24.8383333
Pouteria bullata;-48.7136111;-24.7913889
Schwenckia curviflora;-49.2333333;-25.5438889
Sloanea hatschbachii;-48.5888889;-25.9236111
Xylopia brasiliensis;-48.716944;-24.860278
Xyris neglecta;-49.0608333;-25.4497222
Cedrela fissilis;-53.5277778;-24.4016667
Lupinus gibertianus;-49.9955556;-25.265
Muellera graciliflora;-49.1697223;-25.3163889
Ocotea porosa;-49.1463889;-25.2980555
Cryptocarya botelhensis;-48.174444;-25.155556
Myrcia rupicola;-48.956667;-25.890278
Ocotea catharinensis;-52.8525;-22.625
Ocotea catharinensis;-48.741111;-24.866944
Ocotea marumbiensis;-48.698333;-25.618611
Ocotea marumbiensis;-48.715;-25.618611
Ocotea mosenii;-48.553056;-25.589444
Xyris neglecta;-49.803056;-25.554444
Austroeupatorium rosmarinaceum;-49.808611;-25.551944
Baccharis aracatubensis;-48.956417;-25.889611
Acmella pusilla;-50.4322223;-25.8955555
Baccharis aracatubensis;-48.5858333;-25.3052778
Baccharis aracatubensis;-49.0633333;-25.4402777
Baccharis aracatubensis;-49.0633333;-25.4402777
Baccharis aracatubensis;-48.5938889;-25.305
Curitiba prismatica;-50.3841666;-25.8680556
Curitiba prismatica;-50.3841666;-25.8680556
Curitiba prismatica;-50.3969444;-25.8611111
Curitiba prismatica;-50.3841666;-25.8680556
Mikania clematidifolia;-51.2408333;-23.4394444
Neocabreria malachophylla;-53.8177778;-25.4605556
Ocotea porosa;-50.2969444;-25.6833334
Ocotea odorifera;-50.3841666;-25.8677778
Stevia leptophylla;-50.0211111;-25.2463889
Stevia leptophylla;-49.7016667;-25.7591667
Baccharis aracatubensis;-48.5869444;-25.3055556
Baccharis aracatubensis;-48.5913889;-25.3052778
Baccharis aracatubensis;-48.5538889;-25.305
Apuleia leiocarpa;-54.5861111;-25.4488889
Apuleia leiocarpa;-53.6258334;-25.6555556
Araucaria angustifolia;-54.5663889;-25.5022222
Aspilia silphioides;-54.5861111;-25.4488889
Castela tweedii;-52.1533333;-24.3016667
Castela tweedii;-53.19;-24.5338889
Cedrela fissilis;-54.4372222;-25.6505556
Cedrela fissilis;-54.5727778;-25.4963889
Cedrela fissilis;-54.5736111;-25.4930555
Cedrela fissilis;-54.5480555;-25.4805556
Cedrela fissilis;-54.5802778;-25.5044444
Cedrela fissilis;-54.5619444;-25.5722223
Cedrela fissilis;-54.5672223;-25.5036111
Cedrela fissilis;-54.4838889;-25.61
Cedrela fissilis;-54.5758334;-25.5430555
Cedrela fissilis;-54.4372222;-25.6505556
Cedrela fissilis;-54.5916666;-25.4194445
Cedrela fissilis;-54.5416666;-25.5597222
Cuphea glaziovii;-52.1527778;-24.3297223
Curitiba prismatica;-50.865;-24.9975
Dicksonia sellowiana;-51.8508333;-25.9719445
Euterpe edulis;-54.5861111;-25.5155556
Gleditsia amorphoides;-52.1341666;-24.7769445
Gleditsia amorphoides;-54.4263889;-25.6533333
Gleditsia amorphoides;-53.5963889;-25.5027778
Gleditsia amorphoides;-53.5963889;-25.5027778
Heteropterys dusenii;-52.3072222;-24.21
Pachystachys dubiosa;-54.44;-25.6855555
Paubrasilia echinata;-54.5622222;-25.5716667
Peixotoa catarinensis;-54.5786111;-25.4433333
Serjania hatschbachii;-53.9738889;-25.5841666
Tropaeolum warmingianum;-54.4747223;-25.6188889
Araucaria angustifolia;-53.3713889;-25.3422222
Castela tweedii;-53.0302778;-25.4508333
Castela tweedii;-52.1952777;-24.0613889
Castela tweedii;-53.0602778;-25.4130556
Cedrela fissilis;-52.2544444;-24.1455555
Cedrela fissilis;-53.0877777;-25.7163889
Apuleia leiocarpa;-53.3922222;-25.3025
Gleditsia amorphoides;-53.3547222;-25.3011111
Gleditsia amorphoides;-53.3547222;-25.3011111
Euterpe edulis;-53.0438889;-25.3638889
Eugenia tenuipedunculata;-54.3322223;-25.2655556
Mimosa urticaria;-49.1422222;-25.2627778
Matelea glaziovii;-52.2641667;-24.3113889
Cedrela fissilis;-53.5227778;-25.1313889
Metzgeria hegewaldii;-53.0302778;-25.4508333
Byrsonima brachybotrya;-49.5938889;-25.1211111
Lupinus gibertianus;-49.5811111;-25.1036111
Nectandra paranaensis;-48.43;-24.5136111
Ocotea porosa;-53.06;-25.4213889
Ocotea porosa;-51.3302778;-25.0227778
Ocotea porosa;-52.1855555;-24.0633333
Picramnia excelsa;-51.3502778;-25.0413889
Cuphea glaziovii;-52.0758334;-24.4655556
Plinia hatschbachii;-48.43;-24.5136111
Castela tweedii;-52.1433333;-24.445
Schlechtendalia luzulifolia;-50.0711111;-24.4413889
Eryngium scirpinum;-50.1541667;-24.3502778
Byrsonima brachybotrya;-50.1513889;-24.3452777
Sloanea hatschbachii;-48.3541667;-25.5530556
Castela tweedii;-53.1125;-24.3202778
Castela tweedii;-51.5713889;-24.2222223
Dicksonia sellowiana;-50.3202778;-24.2013889
Xyris neglecta;-49.4605556;-25.2755556
Neocabreria malachophylla;-52.1922222;-24.115
Ocotea catharinensis;-48.4216667;-24.5108333
Eryngium scirpinum;-52.4530556;-23.5447222
Heladena multiflora;-52.4552778;-23.5005556
Apuleia leiocarpa;-53.4533333;-23.2033333
Alstroemeria amabilis;-48.8241667;-25.2463889
Araucaria angustifolia;-49.1586111;-25.3158333
Byrsonima brachybotrya;-49.9922222;-25.2447222
Byrsonima brachybotrya;-49.7425;-25.4422222
Byrsonima brachybotrya;-49.7275;-25.6077778
Calibrachoa eglandulata;-51.8033333;-25.4236111
Castela tweedii;-49.6952777;-25.7813889
Cedrela fissilis;-53.5277778;-24.4016667
Cedrela fissilis;-51.8458333;-25.9452777
Cryptocarya botelhensis;-48.1744445;-25.1555556
Danthonia cirrata;-51.6072222;-26.5330556
Eryngium scirpinum;-49.6666667;-25.5
Eryngium scirpinum;-49.8666667;-24.4333333
Eryngium scirpinum;-51.6069444;-26.5352777
Eugenia vattimoana;-49.0158333;-25.4455555
Euplassa cantareirae;-48.9280556;-25.3444444
Byrsonima brachybotrya;-50.4136111;-24.5094444
Byrsonima brachybotrya;-50.1619444;-25.095
Byrsonima brachybotrya;-50.1619444;-25.095
Byrsonima brachybotrya;-50.4136111;-24.5094444
Castela tweedii;-52.0911111;-24.1805556
Cedrela fissilis;-52.5;-22.3791667
Cuphea lindmaniana;-50.1619444;-25.095
Hippeastrum psittacinum;-50.1619444;-25.095
Hippeastrum psittacinum;-51.4188889;-20.3672223
Hippeastrum psittacinum;-50.4136111;-24.5094444
Isabelia virginalis;-50.0972222;-24.9177778
Passiflora setulosa;-48.5091667;-25.52
Stemodia hyptoides;-54.2544444;-25.4058333
Aloysia cordata;-49.0391666;-25.5175
Butia microspadix;-49.9927777;-25.2313889
Callisthene kuhlmannii;-48.8683334;-25.4841666
Cryptocarya botelhensis;-48.1744445;-25.1555556
Dicksonia sellowiana;-50.5341666;-24.3369444
Matayba cristae;-48.9147222;-25.445
Mimosa strobiliflora;-49.2391666;-25.4408333
Myrceugenia hatschbachii;-49.8913889;-25.2991666
Ocotea catharinensis;-48.7177778;-24.8583333
Ocotea catharinensis;-48.8694445;-25.5977777
Ocotea catharinensis;-48.9738889;-25.8669445
Ocotea odorifera;-49.0608333;-25.9980555
Ocotea porosa;-49.1586111;-25.3158333
Ocotea porosa;-50.0052778;-25.2536111
Ocotea porosa;-49.1258334;-25.3119444
Schaueria paranaensis;-48.9430555;-25.8819445
Symplocos corymboclados;-48.9722223;-25.5277778
Tabebuia cassinoides;-48.6369444;-25.9608333
Begonia perdusenii;-50.783333;-23.720556
Begonia stenolepis;-51.133333;-23.85
Araucaria angustifolia;-51.8586111;-25.9208334
Cedrela fissilis;-54.5736111;-25.4930555
Gleditsia amorphoides;-54.4263889;-25.6533333
Tillandsia crocata;-50.033333;-25.216667
Acmella pusilla;-49.2838889;-25.3786111
Agrostis longiberbis;-70.6094444;-43.12
Alstroemeria amabilis;-48.8333334;-25.2333334
Anemia trichorhiza;-50.2547222;-24.5594444
Baccharis aracatubensis;-48.9819445;-25.5130556
Barbacenia paranaensis;-50.5169445;-24.55
Banisteriopsis andersonii;-50.2661111;-24.5691667
Barbacenia paranaensis;-50.5169445;-24.55
Barbacenia paranaensis;-51.0669445;-23.9669445
Barbacenia paranaensis;-50.5169445;-24.55
Barbacenia paranaensis;-50.5169445;-24.55
Barbacenia paranaensis;-49.35;-24.2
Barbacenia paranaensis;-52.4138889;-24.5088889
Begonia paranaensis;-48.9147222;-25.4463889
Begonia perdusenii;-52.1075;-25.8005556
Begonia vicina;-50.7;-24.0333334
Bertolonia paranaensis;-48.7702778;-25.2533333
Bertolonia paranaensis;-48.7786111;-25.2552778
Butia microspadix;-50;-25.2333334
Butia microspadix;-49.7225;-24.2377777
Callisthene kuhlmannii;-48.8683334;-25.4841666
Cedrela fissilis;-50.7;-24.0333334
Cinnamodendron occhionianum;-48.8894444;-25.3505556
Crocanthemum brasiliensis;-49.7925;-25.3683334
Dicksonia sellowiana;-51.6;-26.4166667
Dicksonia sellowiana;-49.2166667;-25.2833334
Dicksonia sellowiana;-50;-25.2333334
Dicksonia sellowiana;-50;-25.2333334
Dicksonia sellowiana;-48.8622222;-25.3916666
Dicksonia sellowiana;-49.6383333;-25.4716667
Dicksonia sellowiana;-48.8333334;-25.2333334
Dicksonia sellowiana;-49.3958333;-24.095
Dicksonia sellowiana;-49.2338889;-25.4466666
Dicksonia sellowiana;-49.2361111;-25.4513889
Dicksonia sellowiana;-49.4133333;-25.4641667
Phlegmariurus taxifolius;-48.9163889;-25.4355555
Symplocos corymboclados;-48.984167;-25.514722
Curitiba prismatica;-50.865;-24.9975
Apuleia leiocarpa;-53.8916666;-25.3533333
Apuleia leiocarpa;-53.6558333;-25.5066667
Apuleia leiocarpa;-53.6255556;-25.6555556
Apuleia leiocarpa;-53.6255556;-25.6555556
Apuleia leiocarpa;-53.5705556;-25.5497222
Araucaria angustifolia;-53.9658333;-25.3311111
Araucaria angustifolia;-53.4205556;-24.9372222
Apuleia leiocarpa;-54.6519444;-25.9941666
Araucaria angustifolia;-53.6205556;-25.5727778
Begonia coccinea;-53.4794445;-24.9825
Cedrela fissilis;-53.8702778;-25.325
Brachystele camporum;-52.1225;-25.6616667
Byrsonima brachybotrya;-50.1422222;-24.7161111
Byrsonima brachybotrya;-49.6486111;-24.1333333
Castela tweedii;-53.6413889;-24.975
Castela tweedii;-52.1533333;-24.3019444
Castela tweedii;-53.8763889;-25.3311111
Castela tweedii;-53.8763889;-25.3308334
Castela tweedii;-52.2263889;-23.99
Cedrela fissilis;-54.2416667;-25.2888889
Castela tweedii;-52.1780556;-26.0475
Castela tweedii;-52.2263889;-23.99
Castela tweedii;-51.9538889;-24.3725
Castela tweedii;-51.5255556;-25.04
Castela tweedii;-52.2422222;-24.7469444
Castela tweedii;-52.3311111;-24.1036111
Castela tweedii;-53.19;-24.5338889
Castela tweedii;-52.4358333;-24.7325
Cedrela fissilis;-53.6472222;-25.0611111
Cedrela fissilis;-52.3255556;-24.1052778
Cedrela fissilis;-53.4980555;-25.5166667
Curitiba prismatica;-50.12;-24.7372222
Cyanocephalus apertiflorus;-49.9727778;-25.185
Dalbergia nigra;-53.4205556;-24.9372222
Dicksonia sellowiana;-51.4466666;-24.8072222
Eryngium corallinum;-51.6677778;-25.4138889
Eugenia malacantha;-48.6247223;-25.7925
Eugenia vattimoana;-49.0158333;-25.4455555
Euterpe edulis;-53.5105556;-24.9441666
Gleditsia amorphoides;-53.5961111;-25.5025
Gleditsia amorphoides;-53.5961111;-25.5025
Heteropterys dusenii;-50.1422222;-24.7161111
Heteropterys dusenii;-50.1422222;-24.7161111
Hippeastrum striatum;-54.4458333;-25.6216667
Hippeastrum striatum;-54.4458333;-25.6216667
Lupinus gibertianus;-49.0330556;-25.5111111
Mimosa bathyrrhena;-49.9555556;-25.1469444
Mimosa callidryas;-50.12;-24.7372222
Mimosa strobiliflora;-49.2391666;-25.4408333
Ocotea catharinensis;-48.7019444;-24.8591667
Ocotea odorifera;-49.0144444;-25.4497222
Ocotea porosa;-50.1422222;-24.7161111
Ocotea porosa;-49.2369444;-25.4422222
Ocotea porosa;-51.5505556;-25.0408333
Oxalis paranaensis;-49.0013889;-25.5697223
Pachystachys dubiosa;-54.44;-25.6855555
Pachystachys dubiosa;-53.8766667;-25.3313889
Pachystachys dubiosa;-54.4458333;-25.6216667
Pachystachys dubiosa;-54.4375;-25.6536111
Pachystachys dubiosa;-54.4436111;-25.6483333
Pachystachys dubiosa;-53.87;-25.1888889
Pachystachys dubiosa;-51.9511111;-24.3761111
Pachystachys dubiosa;-54.4336111;-25.6561111
Pachystachys dubiosa;-54.4458333;-25.6216667
Pachystachys dubiosa;-54.4458333;-25.6216667
Pachystachys dubiosa;-53.8216667;-25.2397222
Pachystachys dubiosa;-54.4336111;-25.6561111
Pachystachys dubiosa;-54.4336111;-25.6561111
Pachystachys dubiosa;-53.8719445;-25.1830556
Picramnia excelsa;-51.5841666;-25.0702778
Schaueria paranaensis;-48.9430555;-25.8819445
Schlechtendalia luzulifolia;-50.12;-24.7372222
Solanum pabstii;-53.4402777;-24.9605556
Symplocos corymboclados;-48.9722223;-25.5277778
Tropaeolum warmingianum;-54.4477777;-25.6469444
Xyris neglecta;-50.2611111;-24.5686111
Xyris neglecta;-49.6455555;-25.4705556
Xyris neglecta;-50.1736111;-25.4375
Dryadella lilliputiana;-49.6333334;-25.4666667
Dyckia fosteriana;-49.6483333;-25.4527778
Dyckia fosteriana;-49.6575;-25.4547222
Eugenia malacantha;-48.295;-25.1583333
Euterpe edulis;-48.9161111;-25.4394444
Galianthe elegans;-49.9833333;-25.2333333
Grammitis fluminensis;-48.6666667;-25.6
Grammitis fluminensis;-48.9297223;-25.4558333
Grammitis fluminensis;-48.8333334;-25.25
Grammitis fluminensis;-48.8333334;-25.25
Jamesonia insignis;-48.8333334;-25.25
Jamesonia insignis;-48.8;-25.25
Jamesonia insignis;-48.8;-25.25
Lafoensia nummularifolia;-48.9866666;-24.3216667
Lafoensia nummularifolia;-49.7225;-24.2377777
Lafoensia nummularifolia;-49.6611111;-24.1769445
Lellingeria itatimensis;-48.9297223;-25.4558333
Lessingianthus exiguus;-49.3088889;-25.5261111
Megalastrum wacketii;-48.775;-25.325
Mikania argyreiae;-49.6483333;-25.4527778
Nectandra paranaensis;-48.7805556;-25.2297223
Ocotea catharinensis;-49.05;-25.75
Ocotea catharinensis;-48.7044444;-24.85
Ocotea catharinensis;-48.7019444;-24.8591667
Ocotea catharinensis;-48.6666667;-24.8477777
Ocotea catharinensis;-48.9738889;-25.8669445
Ocotea catharinensis;-48.7177778;-24.8583333
Ocotea catharinensis;-49.0105556;-25.3877777
Ocotea marumbiensis;-48.6983333;-25.6186111
Ocotea marumbiensis;-48.6983333;-25.6186111
Ocotea marumbiensis;-48.9144444;-25.4486111
Ocotea marumbiensis;-48.9144444;-25.4486111
Ocotea marumbiensis;-48.9144444;-25.4486111
Ocotea mosenii;-48.5558333;-25.5902777
Ocotea paranaensis;-49.05;-25.75
Ocotea odorifera;-49.05;-25.75
Ocotea paranaensis;-49.05;-25.75
Ocotea odorifera;-48.7177778;-24.8583333
Ocotea odorifera;-48.9161111;-25.4394444
Ocotea odorifera;-49.9911111;-25.2325
Ocotea odorifera;-49.9913889;-25.2319445
Ocotea odorifera;-49.9913889;-25.2319445
Ocotea odorifera;-49.6588889;-24.1613889
Ocotea porosa;-51.6;-26.4166667
Ocotea porosa;-51.8255556;-26.1894444
Ocotea porosa;-49.3477777;-25.22
Ocotea porosa;-49.05;-25.75
Ocotea porosa;-49.05;-25.75
Ocotea porosa;-49.135;-25.3908333
Ocotea porosa;-49.05;-25.75
Ocotea porosa;-49.05;-25.75
Ocotea porosa;-49.05;-25.75
Ocotea porosa;-50.1633333;-25.69
Ocotea porosa;-50.1658333;-25.6888889
Ocotea porosa;-50.9597222;-25.0430555
Ocotea porosa;-48.9161111;-25.4394444
Ocotea porosa;-48.9891666;-25.9027778
Ocotea porosa;-49.9933333;-25.2316667
Ocotea porosa;-48.7086111;-25.6108333
Ocotea porosa;-48.6966666;-25.6208334
Ocotea porosa;-49.05;-25.75
Ocotea porosa;-48.6886111;-25.6272223
Ocotea porosa;-49.9911111;-25.2325
Ocotea porosa;-48.9311111;-25.4647222
Pabstiella calcarata;-48.9097222;-25.3402777
Phlegmariurus nudus;-48.8333334;-25.25
Phlegmariurus nudus;-48.8333334;-25.2333334
Phlegmariurus nudus;-48.8333334;-25.2333334
Phlegmariurus taxifolius;-48.6930555;-25.6225
Phlegmariurus taxifolius;-48.6666667;-25.3166667
Polystachya rupicola;-50.7;-19.5166667
Pouteria bullata;-48.6922222;-24.8383333
Rudgea parquioides hirsutissima;-50.7;-24.0333334
Rudgea parquioides hirsutissima;-50.7;-24.0333334
Rudgea parquioides hirsutissima;-50.7;-24.0333334
Schwenckia curviflora;-72.1788889;-59.1941666
Senecio langei;-49.6483333;-25.4527778
Senecio langei;-49.2372222;-25.4466666
Symplocos corymboclados;-48.8202778;-25.1336111
Tillandsia crocata;-50.0013889;-25.2522222
Virola bicuhyba;-48.9161111;-25.4394444
Wittrockia superba;-48.9786111;-25.95
Xyris rigida;-72.1788889;-59.1941666
Xyris neglecta;-49.8247223;-25.2736111
Zygostigma australe;-70.6094444;-43.12

